"akatia__Auto_Merge__c","Billing_Name__c","akatia__Commodity_Group_Code__c","akatia__SubGroup_Code__c","akatia__Description__c","akatia__DNGenerate_Putaway__c","akatia__Serial_Mgt__c","Name","akatia__Item__c"
"false","iPad Pro 11"" (M1) 128GB Space Gray","Asset","Apple-iPad","iPad Pro 11"" (M1) 128GB Wi-Fi + Cellular Space Gray","false","true","iPadPro11M1128W+CSG","888462883478"
"false","iPad Pro 11"" (M1) 128GB Silver","Asset","Apple-iPad","iPad Pro 11"" (M1) 128GB Wi-Fi Silver","false","true","iPadPro11M1128WS","194252202196"
"false","iPad Pro 11"" (M1) 128GB Space Gray","Asset","Apple-iPad","iPad Pro 11"" (M1) 128GB Wi-Fi Space Gray","false","true","iPadPro11M1128WSG","194252201992"
"false","iPad Pro 11"" (M1) 1TB Space Gray","Asset","Apple-iPad","iPad Pro 11"" (M1) 1TB Wi-Fi + Cellular Space Gray","false","true","iPadPro11M11TBW+CSG","194252202516"
"false","iPad Pro 11"" (M1) 1TB Space Gray","Asset","Apple-iPad","iPad Pro 11"" (M1) 1TB Wi-Fi Space Gray","false","true","iPadPro11M11TBWSG","194252202067"
"false","iPad Pro 11"" (M1) 256GB Silver","Asset","Apple-iPad","iPad Pro 11"" (M1) 256GB Wi-Fi + Cellular Silver","false","true","iPadPro11M1256W+CS","888462883485"
"false","iPad Pro 11"" (M1) 256GB Space Gray","Asset","Apple-iPad","iPad Pro 11"" (M1) 256GB Wi-Fi + Cellular Space Gray","false","true","iPadPro11M1256W+CSG","194252202394"
"false","iPad Pro 11"" (M1) 256GB Space Gray","Asset","Apple-iPad","iPad Pro 11"" (M1) 256GB Wi-Fi Space Gray","false","true","iPadPro11M1256WSG","194252202029"
"false","iPad Pro 11"" (M1) 2TB Space Gray","Asset","Apple-iPad","iPad Pro 11"" (M1) 2TB Wi-Fi + Cellular Space Gray","false","true","iPadPro11M12TBW+CSG","194252202530"
"false","iPad Pro 11"" (M1) 2TB Space Gray","Asset","Apple-iPad","iPad Pro 11"" (M1) 2TB Wi-Fi Space Gray","false","true","iPadPro11M12TBWSG","194252202081"
"false","iPad Pro 11"" (M1) 512GB Space Gray","Asset","Apple-iPad","iPad Pro 11"" (M1) 512GB Wi-Fi + Cellular Space Gray","false","true","iPadPro11M1512W+CSG","194252202424"
"false","iPad Pro 11"" (M1) 512GB Space Gray","Asset","Apple-iPad","iPad Pro 11"" (M1) 512GB Wi-Fi Space Gray","false","true","iPadPro11M1512WSG","194252202043"
"false","iPad Pro 11"" (M2) 128GB Space Gray","Asset","Apple-iPad","iPad Pro 11"" (M2) 128GB Wi-Fi + Cellular Space Gray","false","true","iPadPro11M2128W+CSG","194253265542"
"false","iPad Pro 11"" (M2) 128GB Space Gray","Asset","Apple-iPad","iPad Pro 11"" (M2) 128GB Wi-Fi Space Gray","false","true","iPadPro11M2128WSG","194253259978"
"false","iPad Pro 11"" (M2) 1TB Space Gray","Asset","Apple-iPad","iPad Pro 11"" (M2) 1TB Wi-Fi + Cellular Space Gray","false","true","iPadPro11M21TBW+CSG","194253272632"
"false","iPad Pro 11"" (M2) 256GB Silver","Asset","Apple-iPad","iPad Pro 11"" (M2) 256GB Wi-Fi + Cellular Silver","false","true","iPadPro11M2256W+CS","194253267232"
"false","iPad Pro 11"" (M2) 256GB Space Gray","Asset","Apple-iPad","iPad Pro 11"" (M2) 256GB Wi-Fi + Cellular Space Gray","false","true","iPadPro11M2256W+CSG","194253248453"
"false","iPad Pro 11"" (M2) 256GB Silver","Asset","Apple-iPad","iPad Pro 11"" (M2) 256GB Wi-Fi Silver","false","true","iPadPro11M2256WS","194253261629"
"false","iPad Pro 11"" (M2) 2TB Silver","Asset","Apple-iPad","iPad Pro 11"" (M2) 2TB Wi-Fi + Cellular Silver","false","true","iPadPro11M22TBW+CS","194253275367"
"false","iPad Pro 11"" (M2) 512GB Space Gray","Asset","Apple-iPad","iPad Pro 11"" (M2) 512GB Wi-Fi + Cellular Space Gray","false","true","iPadPro11M2512W+CSG","194253267270"
"false","iPad Pro 11"" (M4) 1TB Silver","Asset","Apple-iPad","iPad Pro 11"" (M4) 1TB Wi-Fi + Cellular Silver","false","true","iPadPro11M41TBW+CS","195949226786"
"false","iPad Pro 11"" (M4) 1TB Space Black","Asset","Apple-iPad","iPad Pro 11"" (M4) 1TB Wi-Fi + Cellular Space Black","false","true","iPadPro11M41TBW+CSB","195949227059"
"false","iPad Pro 11"" (M4) 1TB Silver","Asset","Apple-iPad","iPad Pro 11"" (M4) 1TB Wi-Fi Silver","false","true","iPadPro11M41TBWS","195949223761"
"false","iPad Pro 11"" (M4) 1TB Space Black","Asset","Apple-iPad","iPad Pro 11"" (M4) 1TB Wi-Fi Space Black","false","true","iPadPro11M41TBWSB","195949223501"
"false","iPad Pro 11"" (M4) 256GB Silver","Asset","Apple-iPad","iPad Pro 11"" (M4) 256GB Wi-Fi + Cellular Silver","false","true","iPadPro11M4256W+CS","195949225796"
"false","iPad Pro 11"" (M4) 256GB Space Black","Asset","Apple-iPad","iPad Pro 11"" (M4) 256GB Wi-Fi + Cellular Space Black","false","true","iPadPro11M4256W+CSB","195949226069"
"false","iPad Pro 11"" (M4) 256GB Silver","Asset","Apple-iPad","iPad Pro 11"" (M4) 256GB Wi-Fi Silver","false","true","iPadPro11M4256WS","195949222726"
"false","iPad Pro 11"" (M4) 256GB Space Black","Asset","Apple-iPad","iPad Pro 11"" (M4) 256GB Wi-Fi Space Black","false","true","iPadPro11M4256WSB","195949222474"
"false","iPad Pro 11"" (M4) 512GB Silver","Asset","Apple-iPad","iPad Pro 11"" (M4) 512GB Wi-Fi + Cellular Silver","false","true","iPadPro11M4512W+CS","195949226311"
"false","iPad Pro 11"" (M4) 512GB Space Black","Asset","Apple-iPad","iPad Pro 11"" (M4) 512GB Wi-Fi + Cellular Space Black","false","true","iPadPro11M4512W+CSB","195949226540"
"false","iPad Pro 11"" (M4) 512GB Silver","Asset","Apple-iPad","iPad Pro 11"" (M4) 512GB Wi-Fi Silver","false","true","iPadPro11M4512WS","195949223075"
"false","iPad Pro 11"" (M4) 512GB Space Black","Asset","Apple-iPad","iPad Pro 11"" (M4) 512GB Wi-Fi Space Black","false","true","iPadPro11M4512WSB","195949223304"
"false","iPad Pro 11"" (M5) 1TB Silver with Standard Glass","Asset","Apple-iPad","iPad Pro 11"" (M5) 1TB Wi-Fi + Cellular Silver Standard Glass","false","true","iPadPro11M51TBW+CSSTDG","X80000000000000041"
"false","iPad Pro 11"" (M5) 1TB Silver with Nano-texture Glass","Asset","Apple-iPad","iPad Pro 11"" (M5) 1TB Wi-Fi + Cellular Silver with Nano-texture Glass","false","true","iPadPro11M51TBW+CSNG","X80000000000000037"
"false","iPad Pro 11"" (M5) 1TB Space Black with Standard Glass","Asset","Apple-iPad","iPad Pro 11"" (M5) 1TB Wi-Fi + Cellular Space Black Standard Glass","false","true","iPadPro11M51TBW+CSBSTDG","195950401752"
"false","iPad Pro 11"" (M5) 1TB Space Black with Nano-texture Glass","Asset","Apple-iPad","iPad Pro 11"" (M5) 1TB Wi-Fi + Cellular Space Gray with Nano-texture Glass","false","true","iPadPro11M51TBW+CSPNG","X80000000000000036"
"false","iPad Pro 11"" (M5) 256GB Silver Standard Glass","Asset","Apple-iPad","iPad Pro 11"" (M5) 256GB Wi-Fi + Cellular Silver Standard Glass","false","true","iPadPro11M5256W+CSSTDG","X80000000000000033"
"false","iPad Pro 11"" (M5) 256GB Wi-Fi + Cellular Silver Standard Glass","Asset","Apple-iPad","iPad Pro 11"" (M5) 256GB Wi-Fi + Cellular Silver Standard Glass","false","true","iPadPro11M5256W+CS","x80000256256"
"false","iPad Pro 11"" (M5) 256GB Space Black Standard Glass","Asset","Apple-iPad","iPad Pro 11"" (M5) 256GB Wi-Fi + Cellular Space Black Standard Glass","false","true","iPadPro11M5256W+CSB","195950400793"
"false","iPad Pro 11"" (M5) 2TB Silver with Standard Glass","Asset","Apple-iPad","iPad Pro 11"" (M5) 2TB Wi-Fi + Cellular Silver Standard Glass","false","true","iPadPro11M52TBW+CSSTDG","X80000000000000042"
"false","iPad Pro 11"" (M5) 2TB Silver with Nano-texture Glass","Asset","Apple-iPad","iPad Pro 11"" (M5) 2TB Wi-Fi + Cellular Silver with Nano-texture Glass","false","true","iPadPro11M52TBW+CSNG","X80000000000000038"
"false","iPad Pro 11"" (M5) 2TB Space Black with Standard Glass","Asset","Apple-iPad","iPad Pro 11"" (M5) 2TB Wi-Fi + Cellular Space Black Standard Glass","false","true","iPadPro11M52TBW+CSBSTDG","X80000000000000040"
"false","iPad Pro 11"" (M5) 2TB Space Black with Nano-texture Glass","Asset","Apple-iPad","iPad Pro 11"" (M5) 2TB Wi-Fi + Cellular Space Black with Nano-texture Glass","false","true","iPadPro11M52TBW+CSGNG","X80000000000000037"
"false","iPad Pro 11"" (M5) 512GB Silver with Standard Glass","Asset","Apple-iPad","iPad Pro 11"" (M5) 512GB  Wi-Fi + Cellular Silver Standard Glass","false","true","iPadPro11M5512W+CSSTDG","X80000000000000035"
"false","iPad Pro 11"" (M5) 512GB Space Black with Standard Glass","Asset","Apple-iPad","iPad Pro 11"" (M5) 512GB  Wi-Fi + Cellular Space Black Standard Glass","false","true","iPadPro11M5512W+CSBSTDG","X80000000000000034"
"false","iPad Pro 11"" 3rd Generation","Asset","Apple-iPad","iPad Pro 11"" 3rd Generation","false","true","iPadPro11A3G","194252186169"
"false","iPad Pro 11"" 4th Generation","Asset","Apple-iPad","iPad Pro 11"" 4th Generation","false","true","iPadPro11A4G","194253264606"
"false","iPad Pro 11"" M5 1TB Silver","Asset","Apple-iPad","iPad Pro 11"" M5 1TB Silver","false","true","iPP11M51TBS","195950401998"
"false","iPad Pro 12.9"" (A12Z, 2020) 128GB Silver","Asset","Apple-iPad","iPad Pro 12.9"" (A12Z, 2020) 128GB Wi-Fi + Cellular Silver","false","true","iPadPro12.9A12Z128W+CS","190199463990"
"false","iPad Pro 12.9"" (M1) 128GB Silver","Asset","Apple-iPad","iPad Pro 12.9"" (M1) 128GB Wi-Fi + Cellular Silver","false","true","iPadPro12.9M1128W+CS","888462883508"
"false","iPad Pro 12.9"" (M1) 128GB Space Gray","Asset","Apple-iPad","iPad Pro 12.9"" (M1) 128GB Wi-Fi + Cellular Space Gray","false","true","iPadPro12.9M1128W+CSG","888462883492"
"false","iPad Pro 12.9"" (M1) 128GB Space Gray","Asset","Apple-iPad","iPad Pro 12.9"" (M1) 128GB Wi-Fi Space Gray","false","true","iPadPro12.9M1128WSG","656942099505"
"false","iPad Pro 12.9"" (M1) 1TB Silver","Asset","Apple-iPad","iPad Pro 12.9"" (M1) 1TB Wi-Fi + Cellular Silver","false","true","iPadPro12.9M11TBW+CS","888462883560"
"false","iPad Pro 12.9"" (M1) 1TB Space Gray","Asset","Apple-iPad","iPad Pro 12.9"" (M1) 1TB Wi-Fi + Cellular Space Gray","false","true","iPadPro12.9M11TBW+CSG","888462883553"
"false","iPad Pro 12.9"" (M1) 1TB Space Gray","Asset","Apple-iPad","iPad Pro 12.9"" (M1) 1TB Wi-Fi Space Gray","false","true","iPadPro12.9M11TBWSG","194252195451"
"false","iPad Pro 12.9"" (M1) 256GB Silver","Asset","Apple-iPad","iPad Pro 12.9"" (M1) 256GB Wi-Fi + Cellular Silver","false","true","iPadPro12.9M1256W+CS","888462883522"
"false","iPad Pro 12.9"" (M1) 256GB Space Gray","Asset","Apple-iPad","iPad Pro 12.9"" (M1) 256GB Wi-Fi + Cellular Space Gray","false","true","iPadPro12.9M1256W+CSG","888462883515"
"false","iPad Pro 12.9"" (M1) 256GB Silver","Asset","Apple-iPad","iPad Pro 12.9"" (M1) 256GB Wi-Fi Silver","false","true","iPadPro12.9M1256WS","194252195024"
"false","iPad Pro 12.9"" (M1) 256GB Space Gray","Asset","Apple-iPad","iPad Pro 12.9"" (M1) 256GB Wi-Fi Space Gray","false","true","iPadPro12.9M1256WSG","194252194805"
"false","iPad Pro 12.9"" (M1) 2TB Silver","Asset","Apple-iPad","iPad Pro 12.9"" (M1) 2TB Wi-Fi + Cellular Silver","false","true","iPadPro12.9M12TBW+CS","888462883584"
"false","iPad Pro 12.9"" (M1) 2TB Space Gray","Asset","Apple-iPad","iPad Pro 12.9"" (M1) 2TB Wi-Fi + Cellular Space Gray","false","true","iPadPro12.9M12TBW+CSG","888462883577"
"false","iPad Pro 12.9"" (M1) 2TB Space Gray","Asset","Apple-iPad","iPad Pro 12.9"" (M1) 2TB Wi-Fi Space Gray","false","true","iPadPro12.9M12TBWSG","194252195697"
"false","iPad Pro 12.9"" (M1) 512GB Silver","Asset","Apple-iPad","iPad Pro 12.9"" (M1) 512GB Wi-Fi + Cellular Silver","false","true","iPadPro12.9M1512W+CS","888462883546"
"false","iPad Pro 12.9"" (M1) 512GB Space Gray","Asset","Apple-iPad","iPad Pro 12.9"" (M1) 512GB Wi-Fi + Cellular Space Gray","false","true","iPadPro12.9M1512W+CSG","888462883539"
"false","iPad Pro 12.9"" (M1) 512GB Space Gray","Asset","Apple-iPad","iPad Pro 12.9"" (M1) 512GB Wi-Fi Space Gray","false","true","iPadPro12.9M1512WSG","194252195246"
"false","iPad Pro 12.9"" (M2) 128GB Space Gray","Asset","Apple-iPad","iPad Pro 12.9"" (M2) 128GB Wi-Fi + Cellular Space Gray","false","true","iPadPro12.9M2128W+CSG","194253266013"
"false","iPad Pro 12.9"" (M2) 1TB Silver","Asset","Apple-iPad","iPad Pro 12.9"" (M2) 1TB Wi-Fi + Cellular Silver","false","true","iPadPro12.9M21TBW+CS","194253272991"
"false","iPad Pro 12.9"" (M2) 256GB Space Gray","Asset","Apple-iPad","iPad Pro 12.9"" (M2) 256GB Wi-Fi + Cellular Space Gray","false","true","iPadPro12.9M2256W+CSG","194253267881"
"false","iPad Pro 12.9"" (M2) 2TB Space Gray","Asset","Apple-iPad","iPad Pro 12.9"" (M2) 2TB Wi-Fi + Cellular Space Gray","false","true","iPadPro12.9M22TBW+CSG","194253275725"
"false","iPad Pro 12.9"" (M2) 512GB Space Gray","Asset","Apple-iPad","iPad Pro 12.9"" (M2) 512GB Wi-Fi + Cellular Space Gray","false","true","iPadPro12.9M2512W+CSG","194253267263"
"false","iPad Pro 13"" (M4) 1TB Silver","Asset","Apple-iPad","iPad Pro 13"" (M4) 1TB Wi-Fi + Cellular Silver","false","true","iPadPro13M41TBW+CS","195949245569"
"false","iPad Pro 13"" (M4) 1TB Space Black","Asset","Apple-iPad","iPad Pro 13"" (M4) 1TB Wi-Fi + Cellular Space Black","false","true","iPadPro13M41TBW+CSB","195949245798"
"false","iPad Pro 13"" (M4) 1TB Silver","Asset","Apple-iPad","iPad Pro 13"" (M4) 1TB Wi-Fi Silver","false","true","iPadPro13M41TBWS","195949239335"
"false","iPad Pro 13"" (M4) 1TB Space Black","Asset","Apple-iPad","iPad Pro 13"" (M4) 1TB Wi-Fi Space Black","false","true","iPadPro13M41TBWSB","195949239106"
"false","iPad Pro 13"" (M4) 256GB Silver","Asset","Apple-iPad","iPad Pro 13"" (M4) 256GB Wi-Fi + Cellular Silver","false","true","iPadPro13M4256W+CS","195949244838"
"false","iPad Pro 13"" (M4) 256GB Space Black","Asset","Apple-iPad","iPad Pro 13"" (M4) 256GB Wi-Fi + Cellular Space Black","false","true","iPadPro13M4256W+CSB","195949244609"
"false","iPad Pro 13"" (M4) 256GB Silver","Asset","Apple-iPad","iPad Pro 13"" (M4) 256GB Wi-Fi Silver","false","true","iPadPro13M4256WS","195949238382"
"false","iPad Pro 13"" (M4) 256GB Space Black","Asset","Apple-iPad","iPad Pro 13"" (M4) 256GB Wi-Fi Space Black","false","true","iPadPro13M4256WSB","195949238148"
"false","iPad Pro 13"" (M4) 2TB Silver","Asset","Apple-iPad","iPad Pro 13"" (M4) 2TB Wi-Fi + Cellular Silver","false","true","iPadPro13M42TBW+CS","195949246023"
"false","iPad Pro 13"" (M4) 2TB Space Black","Asset","Apple-iPad","iPad Pro 13"" (M4) 2TB Wi-Fi + Cellular Space Black","false","true","iPadPro13M42TBW+CSB","195949246252"
"false","iPad Pro 13"" (M4) 512GB Silver","Asset","Apple-iPad","iPad Pro 13"" (M4) 512GB Wi-Fi + Cellular Silver","false","true","iPadPro13M4512W+CS","195949245101"
"false","iPad Pro 13"" (M4) 512GB Space Black","Asset","Apple-iPad","iPad Pro 13"" (M4) 512GB Wi-Fi + Cellular Space Black","false","true","iPadPro13M4512W+CSB","195949245330"
"false","iPad Pro 13"" (M4) 512GB Silver","Asset","Apple-iPad","iPad Pro 13"" (M4) 512GB Wi-Fi Silver","false","true","iPadPro13M4512WS","195949238635"
"false","iPad Pro 13"" (M4) 512GB Space Black","Asset","Apple-iPad","iPad Pro 13"" (M4) 512GB Wi-Fi Space Black","false","true","iPadPro13M4512WSB","195949238864"
"false","iPad Pro 13"" (M5) 1TB Nono-Texture Glass Wi-Fi + Cellular Space Black","Asset","Apple-iPad","iPad Pro 13"" (M5) 1TB Nono-Texture Glass Wi-Fi + Cellular Space Black","false","true","iPadPro13M51TBNTGSB","195950403794XXX"
"false","iPad Pro 13"" (M5) 256GB Silver","Asset","Apple-iPad","iPad Pro 13"" (M5) 256GB Wi-Fi + Cellular Silver","false","true","iPadPro13M5256W+CS","195950404036"
"false","iPad Pro 13"" (M5) 256GB Space Black","Asset","Apple-iPad","iPad Pro 13"" (M5) 256GB Wi-Fi + Cellular Space Black","false","true","iPadPro13M5256W+CSB","195950403794"
"false","iPad Pro 9.7"" (A9X, 2016) 128GB Wi-Fi Space Gray","Asset","Apple-iPad","iPad Pro 9.7"" (A9X, 2016) 128GB Wi-Fi + Cellular Space Gray","false","true","iPadPro9.7A9X128W+CSG","888462762670"
"false","iPad Pro 9.7"" (A9X, 2016) 32GB Rose Gold","Asset","Apple-iPad","iPad Pro 9.7"" (A9X, 2016) 32GB Wi-Fi + Cellular Rose Gold","false","true","iPadPro9.7A9X32W+CRG","888462725909"
"true","iPad Screen Protector","Item","Accessory","iPad Screen Protector: Generic","false","false","iPadSPG","1234567899"
"false","iPhone 11 128GB Black","Asset","Apple-iPhone","iPhone 11 128GB Black","false","true","iP11128B","194252099032"
"false","iPhone 11 128GB Purple","Asset","Apple-iPhone","iPhone 11 128GB Purple","false","true","iP11128P","x111111111233"
"false","iPhone 11 128GB White","Asset","Apple-iPhone","iPhone 11 128GB White","false","true","iP11128W","194252099346"
"false","iPhone 11 64GB Black","Asset","Apple-iPhone","iPhone 11 64GB Black","false","true","iP1164B","194252097175"
"false","iPhone 11 64GB Green","Asset","Apple-iPhone","iPhone 11 64GB Green","false","true","iP1164G","194252096642"
"false","iPhone 11 64GB White","Asset","Apple-iPhone","iPhone 11 64GB White","false","true","iP1164W","194252096543"
"false","iPhone 11 Pro 64 GB Space Gray","Asset","Apple-iPhone","iPhone 11 Pro 64 GB Space Gray","false","true","iP11Pro64SG","x111111111134"
"false","iPhone 11 Pro Max 64 GB Space Gray","Asset","Apple-iPhone","iPhone 11 Pro Max 64 GB Space Gray","false","true","iP11ProMax64SG","190199380554"
"false","iPhone 12 128GB Black","Asset","Apple-iPhone","iPhone 12 128GB Black","false","true","iP12128B","194252031117"
"false","iPhone 12 128GB Blue","Asset","Apple-iPhone","iPhone 12 128GB Blue","false","true","iP12128Blu","194252032138"
"false","iPhone 12 128GB Green","Asset","Apple-iPhone","iPhone 12 128GB Green","false","true","iP12128G","194252032473"
"false","iPhone 12 128GB Purple","Asset","Apple-iPhone","iPhone 12 128GB Purple","false","true","iP12128P","194252430194"
"false","iPhone 12 128GB Red","Asset","Apple-iPhone","iPhone 12 128GB Red","false","true","iP12128R","194252031797"
"false","iPhone 12 128GB White","Asset","Apple-iPhone","iPhone 12 128GB White","false","true","iP12128W","194252031452"
"false","iPhone 12 256GB Black","Asset","Apple-iPhone","iPhone 12 256GB Black","false","true","iP12256B","194252032817"
"false","iPhone 12 256GB Blue","Asset","Apple-iPhone","iPhone 12 256GB Blue","false","true","iP12256Blu","194252033838"
"false","iPhone 12 256GB Green","Asset","Apple-iPhone","iPhone 12 256GB Green","false","true","iP12256G","194252034170"
"false","iPhone 12 256GB Purple","Asset","Apple-iPhone","iPhone 12 256GB Purple","false","true","iP12256P","194252430484"
"false","iPhone 12 256GB Red","Asset","Apple-iPhone","iPhone 12 256GB Red","false","true","iP12256R","194252033494"
"false","iPhone 12 256GB White","Asset","Apple-iPhone","iPhone 12 256GB White","false","true","iP12256W","194252033159"
"false","iPhone 12 64GB Black","Asset","Apple-iPhone","iPhone 12 64GB Black","false","true","iP1264B","194252027943"
"false","iPhone 12 64GB Blue","Asset","Apple-iPhone","iPhone 12 64GB Blue","false","true","iP1264Blu","194252030431"
"false","iPhone 12 64GB Green","Asset","Apple-iPhone","iPhone 12 64GB Green","false","true","iP1264G","194252030776"
"false","iPhone 12 64GB Purple","Asset","Apple-iPhone","iPhone 12 64GB Purple","false","true","iP1264P","194252429907"
"false","iPhone 12 64GB Red","Asset","Apple-iPhone","iPhone 12 64GB Red","false","true","iP1264R","194252030097"
"false","iPhone 12 64GB White","Asset","Apple-iPhone","iPhone 12 64GB White","false","true","iP1264W","194252029756"
"false","iPhone 12 Mini 128GB White","Asset","Apple-iPhone","iPhone 12 Mini 128GB White","false","true","iP12Mini128W","194252012352"
"false","iPhone 12 Mini 64GB Black","Asset","Apple-iPhone","iPhone 12 Mini 64GB Black","false","true","iP12Mini64B","194252012291"
"false","iPhone 12 Pro 64GB Black","Asset","Apple-iPhone","iPhone 12 Pro 64GB Black","false","true","iP12Pro64B","194252028698"
"false","iPhone 13 128GB Blue","Asset","Apple-iPhone","iPhone 13 128GB Blue","false","true","iP13128B","194252704820"
"false","iPhone 13 128GB Green","Asset","Apple-iPhone","iPhone 13 128GB Green","false","true","iP13128G","194253128830"
"false","iPhone 13 128GB Midnight","Asset","Apple-iPhone","iPhone 13 128GB Midnight","false","true","iP13128M","194252786239"
"false","iPhone 13 128GB Pink","Asset","Apple-iPhone","iPhone 13 128GB Pink","false","true","iP13128P","194252786253"
"false","iPhone 13 128GB Red","Asset","Apple-iPhone","iPhone 13 128GB Red","false","true","iP13128R","194252786260"
"false","iPhone 13 128GB Starlight","Asset","Apple-iPhone","iPhone 13 128GB Starlight","false","true","iP13128S","194252786246"
"false","iPhone 13 256GB Blue","Asset","Apple-iPhone","iPhone 13 256GB Blue","false","true","iP13256B","194252786321"
"false","iPhone 13 256GB Green","Asset","Apple-iPhone","iPhone 13 256GB Green","false","true","iP13256G","194253129110"
"false","iPhone 13 256GB Midnight","Asset","Apple-iPhone","iPhone 13 256GB Midnight","false","true","iP13256M","194252786284"
"false","iPhone 13 256GB Pink","Asset","Apple-iPhone","iPhone 13 256GB Pink","false","true","iP13256P","194252786307"
"false","iPhone 13 256GB Red","Asset","Apple-iPhone","iPhone 13 256GB Red","false","true","iP13256R","194252786314"
